iter	Logloss
0	0.6393685842
1	0.5874440716
2	0.5463309658
3	0.5066611756
4	0.4772413141
5	0.4499154532
6	0.4257245419
7	0.4071549544
8	0.3857089382
9	0.3680079821
10	0.3543684807
11	0.3435198347
12	0.330711108
13	0.3186040966
14	0.3073744436
15	0.2965794114
16	0.2883184018
17	0.2784225215
18	0.2702665185
19	0.262462876
20	0.2561529178
21	0.2502017881
22	0.2448139243
23	0.2383736422
24	0.231079443
25	0.2260366517
26	0.2218284488
27	0.2174366383
28	0.2139057653
29	0.2106412809
30	0.2067893055
31	0.2027384254
32	0.1994278655
33	0.1969756348
34	0.1946829933
35	0.1920757241
36	0.1893913779
37	0.185992335
38	0.1832042179
39	0.1803985037
40	0.1785825673
41	0.1764960148
42	0.1749610458
43	0.1715139795
44	0.1692642883
45	0.1673567578
46	0.1653026118
47	0.1636375928
48	0.1611548165
49	0.1593061193
50	0.157509964
51	0.1556276024
52	0.1541113307
53	0.1512006698
54	0.1490477508
55	0.1463197402
56	0.1453317586
57	0.1440273656
58	0.1426374087
59	0.141568395
60	0.1400544108
61	0.1390930817
62	0.1376031467
63	0.1357974728
64	0.1341168096
65	0.1317508726
66	0.1307822615
67	0.1295192791
68	0.1276066103
69	0.1256624114
70	0.1245741702
71	0.1238168399
72	0.12277503
73	0.1214903834
74	0.1205871695
75	0.1194113286
76	0.1188950393
77	0.1176543999
78	0.1164547023
79	0.1158091055
80	0.1146863279
81	0.1139458293
82	0.113381773
83	0.1116782647
84	0.1111069595
85	0.1102337974
86	0.1091755967
87	0.1086822342
88	0.1071602308
89	0.106629765
90	0.1060260189
91	0.1050116303
92	0.1042104401
93	0.1037175389
94	0.1031594945
95	0.1022231868
96	0.1014533158
97	0.1001545851
98	0.09974065485
99	0.09885191497
100	0.09838072016
101	0.09804070436
102	0.09765970074
103	0.09671476596
104	0.09569301495
105	0.09488008827
106	0.094444642
107	0.09403994694
108	0.09358638975
109	0.09309194347
110	0.09286580136
111	0.09213508694
112	0.09137626053
113	0.09091175875
114	0.09059280463
115	0.09020096391
116	0.08944195457
117	0.08918130117
118	0.08857560288
119	0.08784619237
120	0.08741151089
121	0.08668560993
122	0.08647476384
123	0.08601475374
124	0.08573472705
125	0.08540730107
126	0.08513408904
127	0.08454737817
128	0.08415183439
129	0.08356146527
130	0.08304917395
131	0.08276466617
132	0.08236904673
133	0.08210834881
134	0.08170714112
135	0.08144564538
136	0.08108919115
137	0.08046360972
138	0.0801026427
139	0.07957428504
140	0.07892890351
141	0.0780824004
142	0.07766897502
143	0.07731362423
144	0.07706009928
145	0.0768112568
146	0.07636430597
147	0.07568407383
148	0.07534650716
149	0.07489154733
150	0.07446417535
151	0.0740277817
152	0.07390905589
153	0.073650948
154	0.07350218459
155	0.0731653651
156	0.07292292605
157	0.07245974022
158	0.07225229925
159	0.07214158276
160	0.07195444413
161	0.07170111952
162	0.07143065654
163	0.07129052403
164	0.07097388199
165	0.0705960415
166	0.07031579843
167	0.07000068539
168	0.06975687555
169	0.0694104793
170	0.06910554816
171	0.0688145502
172	0.06855885413
173	0.06839026586
174	0.06824324737
175	0.0677132542
176	0.06728426583
177	0.06707785001
178	0.06692854833
179	0.06664489914
180	0.06646195845
181	0.06625004962
182	0.06605121595
183	0.06580737099
184	0.06560231488
185	0.0653006458
186	0.06501761933
187	0.06485598169
188	0.06456892423
189	0.0641989924
190	0.06400124847
191	0.06386116254
192	0.06355710096
193	0.06317500758
194	0.06293264861
195	0.06274666006
196	0.06258394408
197	0.06221558689
198	0.06206846421
199	0.06187692308
200	0.06162725126
201	0.06150626659
202	0.06110683571
203	0.06099440205
204	0.0608838505
205	0.06062244387
206	0.06008243904
207	0.05992610976
208	0.05967557709
209	0.05958477734
210	0.05909044463
211	0.05884934706
212	0.05858157463
213	0.0584915161
214	0.05830627982
215	0.05800661239
216	0.05787153147
217	0.05755387853
218	0.05738874416
219	0.05705273101
220	0.05687836662
221	0.05659696174
222	0.0564895714
223	0.05633683826
224	0.05612172064
225	0.05598750313
226	0.05580579884
227	0.05561858222
228	0.05541736607
229	0.05520211607
230	0.05496016333
231	0.05485427623
232	0.05469592811
233	0.05460673401
234	0.05447952084
235	0.05425632193
236	0.05415150959
237	0.05390464926
238	0.05379822468
239	0.05368417132
240	0.05339688989
241	0.05321973691
242	0.05313637334
243	0.05281924563
244	0.05264497066
245	0.05252656307
246	0.05229938149
247	0.05212238033
248	0.05202304339
249	0.05179861369
250	0.05166106486
251	0.0514306141
252	0.05124842435
253	0.05110565009
254	0.0510274648
255	0.05093871264
256	0.05079025354
257	0.05065443734
258	0.05056720073
259	0.05042141579
260	0.05024189208
261	0.0501480337
262	0.04994943772
263	0.04987163124
264	0.04966142381
265	0.04955413428
266	0.04924831679
267	0.04912476481
268	0.04899360904
269	0.04892516124
270	0.04884550096
271	0.04861605206
272	0.04854422716
273	0.04843988028
274	0.04836138772
275	0.04804412557
276	0.04795782974
277	0.0478631301
278	0.04777357266
279	0.04738821968
280	0.04725754706
281	0.0471417676
282	0.04688908356
283	0.04664505037
284	0.0465285608
285	0.04647643478
286	0.04632190214
287	0.04625458035
288	0.04616191815
289	0.04612483274
290	0.04601794686
291	0.0459836461
292	0.04589605184
293	0.04577329803
294	0.04574360185
295	0.04555261191
296	0.04537508629
297	0.04532100395
298	0.04521225724
299	0.04511863439
300	0.04498310897
301	0.04484773203
302	0.04476681589
303	0.04472204746
304	0.0446406084
305	0.0444759276
306	0.04440379676
307	0.04427142737
308	0.04424393698
309	0.04410088657
310	0.04392538863
311	0.04386103167
312	0.04379759376
313	0.04368605139
314	0.04349801075
315	0.04340793782
316	0.04333670123
317	0.04309008223
318	0.04300401461
319	0.04293403089
320	0.04285026121
321	0.0427595053
322	0.0425837978
323	0.04243070973
324	0.04233824183
325	0.0422070888
326	0.04203975807
327	0.04195594656
328	0.04189578255
329	0.04174721988
330	0.04162544018
331	0.04154729954
332	0.04144724893
333	0.04134822169
334	0.04124181759
335	0.04117802005
336	0.04115992733
337	0.04109836312
338	0.04101907001
339	0.04087482031
340	0.04069580164
341	0.0406799733
342	0.04062824283
343	0.04055204195
344	0.04050981763
345	0.04038574624
346	0.04022910006
347	0.04014638295
348	0.04007054027
349	0.03995669866
350	0.03984806688
351	0.03978565392
352	0.03973773406
353	0.03966184665
354	0.03963724784
355	0.03955819253
356	0.03947741585
357	0.03943158511
358	0.0393277407
359	0.03925439222
360	0.03919774181
361	0.03915086303
362	0.03905939603
363	0.03892402648
364	0.03889672147
365	0.03885399303
366	0.0387975636
367	0.03873682727
368	0.03862346649
369	0.03858469137
370	0.03847368722
371	0.0382628902
372	0.03816959777
373	0.0380341171
374	0.03798428713
375	0.03790371427
376	0.03783023938
377	0.03771620309
378	0.03760998027
379	0.03748477559
380	0.0374405881
381	0.03740573091
382	0.03732724971
383	0.03728495326
384	0.03718805916
385	0.03713752806
386	0.0371133213
387	0.0370746855
388	0.03702005419
389	0.03692288384
390	0.03679663049
391	0.03671461467
392	0.03668939757
393	0.03664268264
394	0.03660345681
395	0.03645950988
396	0.03642709733
397	0.03637334848
398	0.03631984779
399	0.03627760117
400	0.03621569464
401	0.03607065377
402	0.03601234951
403	0.03590390756
404	0.03584060607
405	0.0357992377
406	0.03562687761
407	0.03556457988
408	0.03547938622
409	0.03542633515
410	0.03528248715
411	0.03523658552
412	0.03518479437
413	0.03515036682
414	0.03507271092
415	0.03500328623
416	0.03495014364
417	0.03485459541
418	0.03478795336
419	0.03467901501
420	0.03457781437
421	0.03452802669
422	0.0344706539
423	0.03441374476
424	0.03430995574
425	0.03425057795
426	0.03420156979
427	0.03414196869
428	0.03410185479
429	0.03404148327
430	0.03400096621
431	0.03395728508
432	0.03392798846
433	0.03387807404
434	0.03379682952
435	0.03369995692
436	0.03365087888
437	0.03355121132
438	0.03350081113
439	0.03343520534
440	0.03331794643
441	0.03328744203
442	0.0332326328
443	0.0331858794
444	0.03306970023
445	0.03303816936
446	0.03295264701
447	0.03292380057
448	0.03280180236
449	0.03274278407
450	0.03269817282
451	0.03263238101
452	0.03255535305
453	0.03252855731
454	0.03245345202
455	0.03236775974
456	0.03228003177
457	0.03225980094
458	0.03219926271
459	0.03215259106
460	0.03207817353
461	0.03202130669
462	0.03193500119
463	0.03188474491
464	0.03185708426
465	0.03177648107
466	0.03168439024
467	0.03166259922
468	0.03151052835
469	0.03142759175
470	0.03134982395
471	0.03132857973
472	0.03127537739
473	0.03123749633
474	0.03115696223
475	0.03111288719
476	0.03105276875
477	0.03102232972
478	0.03099494791
479	0.03097973667
480	0.03094375963
